0.000000000000000000e+00 6.664881429189389861e-01
1.395540000000000114e-01 4.407702404391947715e-01
4.042379999999999862e-01 7.285579640415339175e-02
3.503029999999999755e-01 3.193255243295504142e-01
0.000000000000000000e+00 1.421013446891013388e+00
0.000000000000000000e+00 7.157403073795962634e-01
9.115999999999999659e-01 9.727478688886424807e-02
0.000000000000000000e+00 5.541986153998390563e-01
0.000000000000000000e+00 9.119789057919187591e-01
0.000000000000000000e+00 1.127951931820190934e+00
3.679700000000000193e-01 4.156669642212940663e-01
8.719350000000000156e-01 1.403039131556265140e-01
3.695350000000000024e-01 1.279646890753458333e-01
0.000000000000000000e+00 6.068690912746056432e-01
0.000000000000000000e+00 4.299560902991415579e-01
0.000000000000000000e+00 6.885942327444724009e-01
1.440079999999999971e-01 4.480270398068617044e-01
8.865800000000000347e-01 2.796962353432596582e-01
3.663049999999999917e-01 4.263694359842865600e-01
0.000000000000000000e+00 8.016693335759194072e-01
0.000000000000000000e+00 7.868434291803630964e-01
1.266480000000000106e-01 7.389074556863266530e-01
3.356890000000000152e-01 2.217112848867004160e-01
1.412690000000000057e-01 3.598863882882823995e-01
0.000000000000000000e+00 8.319799054029843877e-01
0.000000000000000000e+00 6.841368083416923263e-01
7.884820000000000162e-01 5.384584826993492612e-01
1.399670000000000081e-01 2.121923326030216439e-01
3.546210000000000195e-01 3.598863882882823995e-01
0.000000000000000000e+00 1.121088109765032259e+00
0.000000000000000000e+00 1.557407724654902292e+00
3.138880000000000003e-01 6.277940538413172566e-01
0.000000000000000000e+00 8.066587698483965729e-01
9.022029999999999772e-01 3.910037352027338486e-01
1.448540000000000105e-01 4.480270398068617044e-01
0.000000000000000000e+00 6.110226606091615498e-01
3.913179999999999992e-01 1.372155705034585338e-01
8.930960000000000010e-01 2.829671333756963447e-01
0.000000000000000000e+00 5.581659119108633993e-01
3.749170000000000003e-01 1.620013038832658070e-01
0.000000000000000000e+00 5.345563265004644737e-01
1.000000000000000000e+00 1.156636853385102359e-01
3.636800000000000033e-01 3.394807627789787063e-01
9.064590000000000147e-01 2.796962353432596582e-01
3.308519999999999794e-01 7.157403073795962634e-01
1.333709999999999896e-01 3.093362496096232483e-01
1.497779999999999945e-01 2.344629964414101930e-01
3.286490000000000244e-01 7.157403073795962634e-01
